,0
2669,2669 7104 7876 8764 2446 1214 407 5770 8853 9932 9417
2670,428 2670 2752 3589 4208 6124 6683 8182 4195 8644 9742
2671,2671 6775 9311 7437 214 1617 5173 5708 5121 8584 2371
2672,46 316 390 647 712 851 972 1591 2672 3236 4473
2673,2673 3758 3897 7147 7357 381 7978 5654 8741 9644 991
2674,2674 2876 2264 5401 6106 9225 7760 9427 2252 3680 8552
2675,2675 1905 2533 8009 8051 8561 1225 7040 5027 8941 5065
2676,2676 4455 2411 4809 3650 5051 9767 6062 9522 7876 7894
2677,2677 5452 9141 9105 7781 9318 5353 7299 1422 9211 207
2678,2678 4673 3449 7134 7179 7462 2238 2949 6529 6538 3391
2679,2679 2984 5009 9082 5567 6419 7944 2692 4452 5030 5935
2680,2680 6201 5482 2766 8214 8369 2523 9464 6108 8410 6043
2681,2681 603 3622 1766 6483 7114 1710 2401 1424 9396 3252
2682,2682 249 2629 8279 4209 1384 8675 2566 5033 6134 1535
2683,2683 4729 6959 4518 6187 2319 2323 7604 943 3547 989
2684,2684 3591 5253 6836 5566 9285 7762 2397 9799 4093 3025
2685,2685 2911 8247 4786 2961 4749 1026 6313 8719 3013 9899
2686,2686 8472 3305 693 5616 6936 7539 9711 7718 1298 7980
2687,246 1831 2687 7500 7639 8799 4108 1113 7846 1612 9996
2688,2688 8232 7651 9613 5749 3360 6990 4900 9729 2406 6167
2689,2689 9400 6899 6236 4968 6606 7120 9440 4041 97 8796
2690,2690 4020 5612 8988 3652 2130 7850 6618 623 2379 2771
2691,2612 2691 5914 3466 992 5197 7226 1474 6327 7684 9803
2692,2692 4452 5030 5935 2239 6419 7944 4374 7881 7931 9848
2693,2693 8592 2302 9560 6698 5336 7161 6554 6735 4171 7303
2694,2694 1790 7905 2144 5827 5742 790 9146 6917 5183 2158
2695,2695 5770 8853 9932 9812 9417 1213 407 7876 7104 247
2696,481 907 1842 2696 9394 496 996 2430 2777 2798 2867
2697,2697 9912 6141 3005 5336 362 9828 7601 5686 4284 5564
2698,2698 7721 10 132 976 1076 1467 1914 2356 2659 2829
2699,2699 4363 3055 9035 7237 7727 4324 126 5428 6205 7801
2700,2700 7949 1171 7678 1696 7906 6989 5674 9851 1910 343
2701,2701 1055 9027 9999 7035 746 2795 2835 4065 4392 6447
2702,2702 5199 3410 7768 1346 1428 7819 6152 4338 9782 2325
2703,2703 9587 5734 9428 5980 4064 6691 5725 8599 7572 4013
2704,1618 2704 4609 4698 4958 5190 5345 5417 7795 9214 9965
2705,2705 4984 1199 9361 857 2636 7224 198 263 509 875
2706,2706 9596 6133 1452 1583 5079 4742 6721 8361 381 1247
2707,2707 9675 1699 4292 4479 9980 2179 7769 5516 2420 914
2708,2708 9070 6029 9955 9816 3761 4041 1255 1797 4520 5739
2709,2709 304 490 609 724 774 784 925 1200 1517 3209
2710,2710 8734 4970 9292 322 1658 6537 9949 7924 3334 9329
2711,2711 4579 9804 5390 6055 491 7588 6101 5810 8334 7366
2712,2712 727 772 5446 831 3168 194 1311 8849 9195 6745
2713,2713 5282 5063 8566 383 9644 1805 3489 6858 7797 2554
2714,2108 2246 2714 2873 3053 5069 5127 9643 9429 4376 6463
2715,2715 1662 5677 8537 9225 4007 2252 5354 8444 5401 7671
2716,2716 9692 6378 5017 9462 9715 4575 8513 6199 9436 1862
2717,2717 2765 6559 2057 612 2379 8596 6077 4241 5118 6153
2718,2718 2189 214 1862 7437 520 8108 7972 8476 2889 7595
2719,2719 8952 4549 941 9529 8020 6387 889 342 3907 3905
2720,2720 8781 5089 5523 9095 1296 6517 9178 1952 9872 2779
2721,2721 3734 8360 6503 5805 9075 5227 8295 4018 3637 7438
2722,2722 503 5156 3771 2383 8873 1301 9747 6907 126 9697
2723,2723 7220 1970 7204 4947 8942 8754 1260 4215 5440 3648
2724,2724 7557 9513 3312 7358 7561 9780 7066 7899 1601 3592
2725,2725 291 1521 3040 3845 6626 9174 9677 8092 5362 975
2726,2726 1366 3833 9989 882 2595 3502 3617 3626 4385 4430
2727,2727 7094 7355 5628 5334 1572 1066 8542 5105 6152 6830
2728,2728 671 2312 2551 4917 1304 298 4988 680 1197 9380
2729,2729 6906 44 3635 6610 2602 6941 9094 6824 6648 8221
2730,937 1954 2276 2655 2730 3133 3899 3948 4450 5215 6258
2731,754 2731 5103 22 1669 2418 5093 7097 7107 8283 9337
2732,2732 6349 8312 8461 5218 7706 3119 3865 6266 3537 1723
2733,2733 3376 3704 5171 5500 6233 9036 9649 917 6449 7974
2734,2734 535 3499 5772 4310 5386 6111 6378 9535 7153 7959
2735,2735 2626 6292 1834 3437 5821 284 486 8866 4745 6658
2736,1263 2736 3944 9163 5659 5800 5776 8185 5803 20 711
2737,2737 8820 9239 8088 7237 5534 7692 7358 4330 419 2699
2738,2738 7377 7395 1621 7882 3188 3606 1000 852 6630 8742
2739,2739 4253 3176 2061 2226 4098 5603 2547 8240 4103 6501
2740,2740 498 4384 6502 4652 6631 6234 7491 4906 3014 7421
2741,2741 8151 2128 2409 5319 5425 9393 6003 9454 9514 8734
2742,2742 6093 8094 1098 6154 199 3039 5876 7419 3169 1237
2743,2743 3602 8169 2373 9989 6052 9323 4006 5375 8921 1267
2744,2744 1714 354 9773 2382 6434 6003 6234 7195 8472 5050
2745,2745 2234 2210 1343 7116 8632 8917 6094 6177 2630 6420
2746,2746 2149 1314 5650 5136 8537 662 1662 7393 2715 1603
2747,2747 2886 6322 3762 4196 9948 3733 4328 7915 6832 7606
2748,2748 7433 305 1183 622 2986 5431 7486 8040 8216 5286
2749,2749 8233 4164 6641 201 6765 5597 3793 4978 5646 5653
2750,2750 1373 6321 9914 3755 9056 5833 2495 2556 1166 7507
2751,2751 797 2961 1643 5731 394 1327 3728 2685 7636 4581
2752,428 2670 2752 3589 4208 6124 6683 8182 4195 8644 9742
2753,2753 6587 3989 9549 3832 7160 9789 2522 465 5801 3393
2754,2754 809 1963 2826 4424 4804 7126 8852 9117 9235 4028
2755,2755 917 6449 2733 3376 3704 5171 5500 6233 9036 9649
2756,2756 380 2365 5698 538 8544 3593 3252 3476 2341 5593
2757,2757 2107 9755 1109 2854 3659 1564 8157 9382 473 1346
2758,2758 1419 2781 3885 4427 4864 5317 5928 6272 8210 9370
2759,321 1744 2759 3554 5655 6078 8281 8454 440 7187 196
2760,2760 5695 9380 5472 3492 1981 6379 339 3195 4710 9583
2761,2761 2502 1590 2624 290 1339 6317 8446 9283 7717 6528
2762,2762 3263 9875 9021 8407 1014 8187 1619 8639 6696 2123
2763,2763 9855 9427 1684 337 4625 534 2250 42 9644 8958
2764,2764 2586 3791 9435 9081 9307 3437 7850 3361 8112 8866
2765,2765 7862 3719 7464 6433 491 6101 8432 3830 4717 5810
2766,2766 8214 5716 1423 3457 4923 5172 8098 9217 3152 8369
2767,2767 3544 1095 4870 6245 1394 8270 8418 8534 1439 6769
2768,50 429 1501 1781 2768 3698 4159 8213 9884 4013 7358
2769,2769 1885 7416 9156 2105 5278 5962 8798 720 1049 2233
2770,2770 1336 4298 3607 229 6566 2536 1850 434 6446 9333
2771,2771 623 7469 540 2306 3847 6690 765 1241 1866 7883
2772,2772 4532 360 3970 2382 1487 6961 5161 8620 7083 3908
2773,2773 6149 2489 3547 1732 8451 5526 6975 4582 8286 528
2774,1995 2774 3955 7003 680 1534 6927 3123 1290 5708 9849
2775,2775 9771 2404 2285 2035 1837 2164 6959 2217 1861 2051
2776,2776 2030 5568 6797 8612 5261 9415 1826 4697 6065 9467
2777,496 996 2430 2777 2798 2867 4782 4835 4842 5470 6512
2778,2778 3777 7914 7065 9320 7172 5107 4172 5468 4951 5948
2779,2779 8781 5089 185 899 1181 5447 9820 4276 5125 6517
2780,2780 5764 8477 9401 7369 3103 6534 7279 6418 340 8205
2781,1419 2781 3885 4427 4864 5317 5928 6272 8210 9370 9604
2782,399 1130 1578 2219 2782 3296 3500 4830 4850 5607 6590
2783,2783 7596 1698 5645 7986 8251 3597 7233 6570 3590 7961
2784,2784 5981 7374 3095 5386 1118 7007 7118 663 3518 6867
2785,2785 6387 9818 3907 941 342 2719 2661 4078 4300 4527
2786,2786 4096 572 3061 4824 9950 6773 3942 1891 5235 9999
2787,2787 6217 3114 1879 7727 2521 7036 444 3987 2164 9771
2788,2788 9867 6938 9724 2854 1167 1605 95 8777 3640 5321
2789,720 1049 2233 2436 2487 2789 3318 3531 3927 4867 5231
2790,2790 7837 534 4980 3556 9365 8649 2005 5276 50 429
2791,2791 7173 2590 7459 4326 1276 5194 861 3649 5888 5588
2792,2792 7392 3229 4704 1890 146 2737 8599 3312 4434 9552
2793,2793 432 4128 9212 290 5104 8020 5711 2338 6528 1193
2794,2794 7123 9049 2111 2904 2598 9973 9358 5690 6274 7253
2795,746 2795 2835 4065 4392 6447 9756 9778 9188 449 909
2796,2796 2305 4518 7675 5221 2248 6576 4373 8527 1682 7973
2797,2797 3977 6150 9808 6558 7530 1451 1084 5056 6871 7593
2798,496 996 2430 2777 2798 2867 4782 4835 4842 5470 6512
2799,2799 7973 269 911 5273 5460 7239 7457 4248 9593 4353
2800,2800 2872 6144 4160 3312 6392 7358 7561 6391 351 2536
2801,2801 4194 9865 4173 7964 9864 8348 7565 8751 1780 579
2802,2802 7293 3182 7304 42 6981 9485 2288 3958 2611 1743
2803,2803 4515 3963 6591 6645 8593 4907 5961 250 604 6949
2804,2804 4560 7295 6105 9557 5866 9003 5260 1018 805 5769
2805,2805 8924 182 7994 4994 5298 5611 3278 2032 9887 8895
2806,2806 9303 4701 9419 608 4638 2228 199 1809 7645 2500
2807,2807 46 316 390 647 712 851 972 1591 2672 3236
2808,2808 7072 9223 4900 1364 3360 2587 9195 1667 3814 5749
2809,2809 7254 7487 8323 8584 5173 692 8567 7847 785 1005
2810,2810 8064 5076 232 5897 7938 9520 7465 2284 5396 7741
2811,2811 5335 8061 2886 7592 7098 3813 6323 3245 7744 6300
2812,2812 4491 1411 7549 6049 3732 4872 8397 9127 1258 6091
2813,2813 614 1867 9873 8292 5236 1571 5280 6859 5406 1830
2814,2814 4559 6898 3898 4887 7092 550 9026 9487 5680 2444
2815,2815 1897 7302 7129 5888 8488 3063 9147 4600 4042 6341
2816,2816 3807 5881 31 136 2950 9942 8629 1930 4069 1395
2817,2817 4359 4070 5968 5196 6495 9966 65 2828 5484 5575
2818,571 1399 1858 2818 2993 4234 6113 7099 4446 514 7427
2819,2819 5245 5124 5189 6588 9801 8626 767 8936 4514 5133
2820,2820 8165 6020 3484 1059 4746 43 6669 2920 5173 1862
2821,1350 1795 1843 2025 2508 2821 3120 3644 8779 9110 2009
2822,2822 5304 8203 1096 8321 2120 5249 5193 3034 5794 5872
2823,2823 3515 6663 4891 1224 6009 277 6983 8006 7108 8136
2824,2038 2824 3372 7833 1246 3126 7115 1499 6551 5261 9415
2825,2825 6592 6935 395 8637 6796 7455 5701 6958 7447 7112
2826,809 1963 2826 4424 4804 7126 8852 9117 9235 4028 6504
2827,2827 3595 6353 5641 8424 5020 528 8412 6329 4174 1491
2828,2828 5968 9496 1466 1864 4519 4224 2974 1748 7850 8499
2829,10 132 976 1076 1467 1914 2356 2659 2829 5459 5829
2830,1548 1902 2830 8982 9061 5144 1996 5469 7581 5647 5842
2831,836 2831 5297 7777 5886 4154 9569 2063 2869 8261 5896
2832,2832 440 7187 321 1744 2759 3554 5655 6078 8281 8454
2833,581 2833 7221 7793 9189 9497 9690 9888 321 1744 2759
2834,2834 1287 3580 4778 336 3100 3309 6625 9548 8908 5572
2835,746 2795 2835 4065 4392 6447 9756 9778 9188 449 909
2836,2836 8304 176 9709 9955 7771 1261 6219 7443 3253 5739
2837,2837 6875 3828 9452 5224 8551 6215 3468 5618 5947 2532
2838,2838 236 4686 7132 5608 5603 6034 2664 1086 5394 3757
2839,2839 1478 302 2165 4350 3350 1638 4360 6721 7714 278
2840,2840 3878 1859 6245 7894 7095 6240 9044 4455 2411 4809
2841,2841 6218 8572 3145 7297 4274 6297 4911 1405 6121 8966
2842,2842 4940 7597 7185 3700 4621 1688 5596 5442 4056 2912
2843,2843 1635 3751 5564 4227 5739 6219 231 5147 8723 1165
2844,2844 9621 5121 1617 8584 6386 9317 8285 214 8808 1807
2845,2845 7039 9787 3752 9443 2175 377 7942 8008 6832 7809
2846,2846 1977 1982 591 9708 7638 5933 685 9322 9297 659
2847,2847 933 1115 2157 6569 9975 1304 8050 4865 1131 823
2848,2848 5092 661 7004 6596 2033 3562 4449 4514 131 7307
2849,2849 2102 5524 2379 9518 8234 8596 1695 2208 6713 252
2850,2850 7491 2089 6502 3186 9676 9668 7747 6454 4006 3381
2851,2851 3208 5008 7508 9633 2843 362 5739 6652 5686 3366
2852,2852 8613 8315 486 4202 6411 8659 4666 3437 3165 9543
2853,2853 4160 9783 5658 6392 7358 2800 7791 4638 3276 6144
2854,2854 2107 2757 1167 1109 378 1564 9867 473 1621 6152
2855,2855 7375 5364 8839 5123 5961 293 3722 6989 8666 4907
2856,2856 9386 3724 7485 3912 1317 1149 9652 3013 9899 308
2857,2857 5799 9902 1023 2914 9842 8087 1012 777 9913 1660
2858,2858 7841 3548 9162 4382 8875 4797 4021 9918 2892 3768
2859,2859 6014 8326 8466 403 4308 8727 8565 3569 5433 3996
2860,2860 6439 8253 5391 4754 3959 8141 7322 1920 2114 9059
2861,2861 1998 7131 7431 6810 9783 4766 4312 6335 4110 7896
2862,2862 5132 4118 2791 2128 2409 5204 7565 7425 8560 3902
2863,2863 1328 426 438 3261 4278 1790 823 8211 1622 1659
2864,2864 3355 9119 2479 1256 4626 8754 970 8524 9929 9772
2865,358 424 463 489 587 635 792 827 1383 1435 1693
2866,2866 4305 478 8162 2408 1570 205 3225 4148 7659 3247
2867,496 996 2430 2777 2798 2867 4782 4835 4842 5470 6512
2868,2868 7304 3182 9485 7675 3119 1626 5542 1195 885 6889
2869,2869 5896 222 4474 9612 1679 5682 2236 6422 7021 636
2870,2870 7702 8940 1569 7743 5372 7420 5239 6984 3747 2304
2871,2871 5600 6472 2101 8366 6026 4735 6351 7989 1156 1450
2872,2872 8932 6392 7358 5126 8226 3592 6391 7492 3312 6217
2873,2108 2246 2714 2873 3053 5069 5127 9643 9429 4376 6463
2874,2874 668 7001 4630 8261 5896 9302 1275 4154 4608 1851
2875,2875 3374 50 429 1501 1781 2768 3698 4159 8213 9884
2876,2876 2674 2207 3778 6352 5101 3886 7760 5436 1557 6235
2877,2877 1814 5511 8071 9244 326 6727 6943 8540 8543 4332
2878,2878 334 9488 9565 4075 6409 8919 5805 8732 761 3839
2879,2879 9744 6636 3415 4098 1682 7962 7339 308 8240 6948
2880,2880 5787 1270 1125 7264 5241 9407 9227 8789 7284 7312
2881,2881 6572 486 4455 6411 2411 4809 3650 6931 5051 9064
2882,442 780 986 1042 1883 2472 2882 3395 3875 4755 4851
2883,1046 2195 2641 2883 3122 3674 4097 4246 4563 4605 5113
2884,2884 2645 8738 8508 2414 2035 7733 2325 1301 2045 6314
2885,2885 3377 4005 2732 6349 8312 8461 7706 4664 389 3865
2886,2886 3762 2747 4196 9996 6323 1289 877 1170 5292 9190
2887,2887 501 8830 5681 8597 8574 7829 5782 9263 3265 8074
2888,2888 8052 600 6338 6954 3886 8816 14 3492 7630 4156
2889,2889 8879 5660 8255 1898 6854 9963 8573 7148 7160 6249
2890,2890 7093 8604 4938 6071 9538 3308 4372 4624 5746 7551
2891,311 1881 2891 3132 5138 5476 8146 9701 3144 9859 9115
2892,2892 1634 49 781 459 4663 1452 5118 3264 1874 4382
2893,2893 4715 8184 8237 8450 300 8332 7153 6471 1570 7720
2894,2894 7907 4832 3990 3753 3417 7872 3462 2576 1852 2872
2895,2895 9153 2422 1107 5903 9674 1077 8725 6440 9019 1555
2896,1218 2230 2896 3022 3111 3862 5347 5662 6125 6655 7056
2897,2897 4206 5060 1830 6417 7706 3865 1622 1659 2012 3107
2898,2898 9519 4749 5994 6768 9786 9440 5236 9482 9308 8823
2899,2899 1229 5204 1115 2157 6569 9975 1304 6921 8114 2855
2900,2900 8144 8178 5326 4464 4027 5492 6038 400 6978 8309
2901,2901 1808 1712 3006 5724 1540 8258 9258 3179 8709 8720
2902,2902 1485 6535 7119 9028 9779 3496 5132 4431 1679 1102
2903,2903 8322 8120 2428 9624 3399 3290 7309 5736 7982 8538
2904,2904 2111 4069 5704 5985 8483 997 9049 5355 4480 7123
2905,2905 175 1380 1420 1770 2013 2976 5493 6500 6897 8376
2906,2906 5016 5702 4548 2349 4146 8912 5441 8637 358 424
2907,2907 9382 9599 7970 9479 1195 239 8844 220 2921 5428
2908,2908 5758 857 2636 7224 198 263 509 875 952 1360
2909,2909 8229 6724 995 8894 6573 4328 5961 4196 250 6949
2910,2910 5729 7102 6660 2315 845 6291 1201 2514 5955 2105
2911,2911 4786 8247 2685 2961 6313 9063 6444 3722 6402 4749
2912,2912 4056 1688 4045 8233 2519 6974 2749 867 4647 7447
2913,2913 5425 7367 9454 8821 3470 607 3816 5636 1306 1730
2914,2914 1271 2621 6143 9923 3757 8987 6725 2022 8817 4520
2915,2915 496 996 2430 2777 2798 2867 4782 4835 4842 5470
2916,2916 2615 5260 2243 5863 7888 4228 5474 9524 1913 533
2917,2917 6532 4046 1116 9915 567 8688 7664 8895 8030 1259
2918,2918 979 3966 9580 8592 1865 697 8401 4694 4795 9549
2919,2919 4488 5691 2340 863 129 3798 7953 8897 9698 9345
2920,2920 43 4722 3420 5056 811 621 3276 3941 3639 2253
2921,2921 9766 8844 1889 2804 7970 6303 3992 9175 9167 966
2922,2922 2751 6332 7340 248 2273 6613 1363 5545 4974 298
2923,2923 2327 1784 1307 7475 9634 7357 6084 7728 5321 7838
2924,198 263 509 875 952 1360 1721 1771 1893 2494 2924
2925,2925 3459 929 8310 1191 285 8128 1008 3598 4125 7347
2926,2926 1252 970 4127 6664 7098 7724 4091 1776 9844 2651
2927,2927 4607 3550 805 3386 9962 6838 7501 4783 7770 9964
2928,2928 7791 633 7776 7114 6600 1665 4026 8306 1799 9336
2929,2929 6925 737 3512 6383 1072 6390 3248 4633 3007 2080
2930,2930 4339 872 4309 4509 656 7824 2241 9772 934 3579
2931,2931 7334 4496 7504 4993 766 583 6566 7323 1850 4298
2932,2932 6674 3979 6380 5545 9805 7735 9170 9897 5425 7648
2933,9 23 243 1184 1750 2432 2933 3854 3934 4423 4425
2934,2934 7955 3155 2100 2910 7249 10 132 976 1076 1467
2935,2935 9871 6091 3539 7106 7956 5975 5930 5169 940 1630
2936,2936 9472 6970 5464 5629 9708 9297 8802 5337 1005 9703
2937,2937 4474 2466 8619 8200 1238 6255 7627 4154 4613 5682
2938,2121 2124 2653 2938 6746 9191 395 7335 5885 9683 8741
2939,2939 4255 4797 4949 5299 2493 1062 6791 843 2190 8444
2940,2940 6358 8508 9427 2722 654 6553 4673 8421 3771 9496
2941,320 1277 2941 3311 4821 5041 5361 5891 6275 6581 8349
2942,2942 3420 620 7679 6865 7505 1017 6717 7418 9672 4947
2943,2943 4971 6063 9700 5706 4917 7547 5191 4551 6555 7346
2944,2944 3508 8489 8047 3242 5438 6643 5713 8756 6120 9204
2945,2945 4409 3380 8089 6279 8355 7783 8840 8208 2084 4216
2946,2946 1769 9665 4267 3439 9713 4039 7809 1175 3115 6445
2947,2947 1075 2428 9624 2646 6339 6593 6821 4004 6469 1288
2948,2948 4235 5478 1448 1242 7442 7915 1447 4324 8612 5261
2949,2949 6529 572 8368 2238 2523 1581 7134 5091 5689 660
2950,2950 1151 9706 1100 1121 3902 7345 5715 2343 4901 8801
2951,2951 2112 9802 9878 9127 1305 9016 8796 8227 7195 3498
2952,747 1821 1840 2952 5170 8384 8795 9347 6222 4383 5247
2953,2953 9247 3336 2862 4823 5917 3713 4118 4829 8383 9079
2954,2954 5584 7228 7563 9251 3088 1067 5946 4231 8036 4039
2955,2955 633 7791 7147 406 6133 9880 1147 7624 3904 367
2956,2956 5560 478 6715 8417 9908 6202 7454 2866 6068 3607
2957,2957 524 7151 6400 5238 5091 1581 7460 6745 6507 8231
2958,2958 5638 8656 9471 2966 1057 3527 5727 0 2136 7799
2959,2959 60 1442 7281 2296 4297 897 4815 9642 1789 678
2960,2960 247 8322 8770 9211 9162 1864 2428 9624 9542 2903
2961,2961 6313 8247 2911 2685 7859 6444 6187 9253 6402 3722
2962,2962 6405 6708 7673 4197 4239 6204 10 132 976 1076
2963,2963 7736 4041 4828 4955 7963 9836 5972 8334 5137 2996
2964,2964 7002 1654 4561 1415 425 6738 2482 2666 8181 5377
2965,2965 7467 3182 2026 8678 9348 9688 1604 4726 2445 4120
2966,2966 5638 2958 8319 8656 9471 3490 6646 7658 9329 2475
2967,2967 2425 4386 4809 8125 6062 7894 4455 2411 3650 5157
2968,2968 8962 1476 4045 6028 7831 9173 1688 6807 7424 240
2969,2969 1272 6845 8976 5314 801 1105 8113 6545 5043 2467
2970,2970 491 6101 8782 6055 5390 7588 6048 3830 2849 5810
2971,85 2971 9088 5438 8123 9718 5910 4101 4832 6388 7759
2972,698 2972 5952 6277 7313 5609 3673 6448 2104 4779 2161
2973,2973 6430 9619 2400 6026 2295 4411 8267 2765 6749 7588
2974,2974 6063 2068 765 4417 6401 5439 4151 900 3984 5634
2975,2975 5287 5013 1709 4542 5907 8755 9040 713 1315 1014
2976,175 1380 1420 1770 2013 2976 5493 6500 6897 8376 2905
2977,2977 5857 8059 2988 5269 8980 138 2895 2150 8720 9080
2978,2978 4407 520 8612 4493 7305 6810 5261 9415 6915 924
2979,2979 3525 1942 1530 7244 7037 2156 2504 252 9700 9841
2980,2980 7796 36 210 309 555 563 688 818 1285 1356
2981,2981 6419 7944 1774 2692 4452 5030 5935 2239 2531 1553
2982,2982 7616 3881 4377 2560 5477 7775 5796 4143 9047 2029
2983,2983 256 6680 86 4240 5927 6533 7787 9350 814 9640
2984,2984 5009 7944 5567 6419 9082 2679 3283 2692 4452 5030
2985,2125 2985 3330 3624 5206 6140 6872 8347 937 1954 2276
2986,622 2986 5431 7486 8040 8216 5286 8140 173 8922 1967
2987,2987 1381 3189 3552 4653 6080 6256 2460 7130 6682 9006
2988,2988 5269 5857 2977 8059 8980 8843 8369 8095 4748 6513
2989,2989 3606 1000 8440 4691 6320 2405 6630 9937 1309 9528
2990,2990 5513 4643 3517 9758 8415 3354 3964 8453 7391 4455
2991,2991 9880 460 7714 8567 8928 4776 6135 302 2851 5326
2992,2992 9571 1645 6445 5296 6594 8828 7917 8965 1723 6970
2993,571 1399 1858 2818 2993 4234 6113 7099 4446 514 7427
2994,2994 3084 2396 3516 6227 9691 2932 2995 364 3362 3979
2995,2995 3362 798 6857 4123 322 1658 6537 9949 9329 7924
2996,2996 3357 4680 1572 6092 9215 9371 6841 5081 7535 9073
2997,1338 2997 7449 9614 5568 2776 6797 8612 5261 9415 332
2998,2998 453 2367 2414 4126 5420 7193 7308 2255 1487 374
2999,2999 5397 6865 1583 1147 7145 8714 4217 1600 5090 9813
3000,3000 238 8687 6861 8303 7986 8199 7771 9736 6141 7235
3001,3001 8039 8953 275 5916 1921 9055 8770 5068 9162 3422
3002,3002 2596 4924 1524 5533 5837 2162 4013 7572 50 429
3003,3003 1614 1212 3513 5688 1516 6165 5987 3961 3037 8269
3004,3004 914 7385 2030 8375 8176 1483 3243 7521 6185 3610
3005,3005 783 4944 6696 5147 8013 3304 4166 3919 1929 3818
3006,3006 6029 9670 9606 5572 8520 8466 7569 7943 7543 9070
3007,3007 2080 6077 5152 5913 4152 9010 5756 3682 9506 3557
3008,3008 2313 1247 692 5408 6386 5141 8931 8511 4981 4190
3009,1462 3009 7074 8204 1274 3460 1122 1354 4741 853 1900
3010,198 263 509 875 952 1360 1721 1771 1893 2494 2924
3011,3011 6453 7506 9290 2370 4169 3297 5777 6874 3288 1213
3012,3012 6831 1119 5444 8838 4574 848 3850 8635 9087 5429
3013,3013 9899 1149 6894 7859 7485 5216 6981 6444 6187 6402
3014,3014 1183 1669 2418 5093 7097 7107 8283 9337 9381 2441
3015,3015 2599 9685 3352 6838 5488 4785 4736 7583 3134 7280
3016,3016 1286 7357 139 8228 6386 8511 1898 6854 9963 5174
3017,3017 7792 5406 8155 9489 8344 9018 9716 1916 9300 3221
3018,3018 3527 5727 7887 3430 7628 1057 602 1609 9714 0
3019,3019 5122 1710 3342 7803 8544 8671 3593 3476 2467 380
3020,3020 7567 6578 5119 6400 6401 8284 8438 6011 1325 7091
3021,3021 8679 9023 5954 9878 6332 7340 699 6853 4974 6076
3022,1218 2230 2896 3022 3111 3862 5347 5662 6125 6655 7056
3023,3023 2217 6302 2444 6165 9575 3513 1614 8269 8439 3037
3024,3024 7678 1696 7906 6989 6005 9851 8167 343 4868 1138
3025,3025 5200 9035 5101 2862 1622 1659 2012 3107 5785 7113
3026,3026 4838 7101 1413 5184 7174 9646 1294 3030 8551 2132
3027,3027 1853 3697 2210 2234 2109 5009 6094 6177 7725 5485
3028,3028 5549 9279 1649 7095 5513 5023 4643 3517 1213 9812
3029,3029 9683 5792 5312 2121 2124 2653 2938 6746 9191 7586
3030,3030 4838 7101 1413 5184 7174 9646 3026 1294 8551 9452
3031,3031 8321 402 8170 2647 2297 1820 1340 2380 7744 7798
3032,3032 4144 864 1546 9111 9063 9727 5707 7536 4244 7355
3033,3033 8813 3595 1491 528 219 6353 5641 8424 2827 5020
3034,3034 5193 8667 3184 4760 9797 6663 8393 1752 1113 2405
