159,350981883982 161184661310 310603205580 141170585626 171157052997 291064248963 191036364042 380815731677 141143763489 251379055310
160,141138946267 301059759590 370975729246 271369161416 291065529599 251383677740 251429664234 321298791288 281250649549 221359506230
161,171225935330 350976362960 251432977196 271383119252 220965040300 170968881668 131082273405 331115447910 221098529264 281240427589
162,171206344872 261383402385 261383063836 191043691966 221359493423 121228668649 151214211584 251431733694 261381041128 221355746996
163,291045106638 201020550077 271381350426 151216592979 261381730581 271366832118 161208467136 111240567279 171206380061 181299449990
164,171224811699 221361420915 191036364042 400651568935 281247466109 400648343418 321267227209 370940553668 171174146388 131063909944
165,221359493423 171183055149 191049052968 201020144726 360757578698 370931644953 171206344872 131089399620 171225727590 271381255406
166,331106760490 390745056898 310808592855 300981070835 400626147289 310839321814 131099956578 310762403687 331088742044 400645118936
167,261366365962 121257239911 251434199142 111264652154 221361648182 271372159755 231140363971 331114674000 310791979398 301028113304
168,271378680402 360757578698 350945434426 350979694718 231085685248 111241032287 131090237962 200952642069 291059443800 271381413787
169,301072042907 141167861477 151174948482 231122155981 121232917371 111241431082 400651568935 281247466109 400648343418 181144309508
170,301071240311 301052172492 350877574835 271371178555 111241431082 121050157104 331114468311 171224294318 291005382932 231141905384
171,331074356935 390736627437 111241227278 301052172492 271371178555 111241431082 321302250545 111252341917 231078636897 390669134579
172,271366920150 131062524833 350944814454 370946668131 350932583521 350922309978 141164959225 131052708075 321307360706 400610548675
173,151215670348 221351063222 151217524710 320960199510 291065658754 380824359194 220719751500 320677603200 141170307078 251315717884
174,121019418102 221359130191 271379483207 251433072543 141162925761 141169214508 181211705825 331112467597 221343674312 271381255406
175,370598663406 251417965601 191018898573 301071157458 121252627426 141168379935 251430503839 111008906044 350981079669 321298791288
176,161022073131 380824803869 281249606823 360827053586 291065489741 291063297027 151174948482 251417315105 291000174762 281249299254
177,301053803619 181304019729 121203685985 251379055310 121261643802 161184661310 221358208833 400651800363 291053141715 111240567279
178,350897570371 161208580615 350831789229 171023103109 271379483207 321180745673 301028113304 171225191907 331114674000 171227489642
179,151217615893 360757578698 370979650510 231085685248 350973607368 400542967974 291059443800 190991783597 350945434426 190969911345
180,380799940025 370857399958 141138946267 251427018807 301059759590 370990121732 360798613736 111002332892 221344387799 251383677740
181,161203499740 301059759590 251427600191 191049629150 251379434793 161204077498 221073720802 200575963587 231144414186 380815300111
182,261383378967 161205202661 201008112664 251432252590 181305765247 231142479941 370994156812 291025048222 171227438961 261363818219
183,111252341917 331111187631 301032497619 181144309508 390736627437 400610548675 370931644953 131053672636 191036364042 181185253117
184,290924309672 370787495704 370787497640 281021966300 161204922092 290940225193 370895229988 251434531381 291044886031 300871841081
185,370991792234 380799940025 251430503839 271347739837 111008906044 301071157458 370975729246 171132370660 291055079364 141168379935
186,271381757776 221359479083 331112359052 251350262330 181309056424 131095460909 271218548768 231143850327 111257701489 141173972316
187,121261945805 221358243959 131094790386 171197918121 300995793799 261125097925 261383402385 281220002768 200978297141 271381350426
188,360844844626 310851330331 331111150971 301078910035 141169214508 221343674312 171225196981 141162925761 151165680710 221359130191
